Account UUID,Billing Account Name,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference
270e6fc8-1aa7-410d-ac70-6ce14d8114a3,TradeTracker International,4.0,0.0,4.0,4.0
1903eee6-e8ca-4515-a8f5-8f86bf4f76fe,"FE International, Inc.",22.0,17.0,5.0,5.0
ab0b8b70-6e3b-0136-7790-0242ac115706,stories,0.0,1.0,-1.0,1.0
4d66f8d7-6b17-4eb7-ac60-03fb350ef485,Vision Critical Communications Inc.,5.0,4.0,1.0,1.0
7a627660-817c-0136-a056-0242ac116712,Pedro Munar,0.0,2.0,-2.0,2.0
3f93da70-fdc9-0134-da29-0242ac113507,Mariposa Communications,-1.0,0.0,-1.0,1.0
c983d170-ea78-0135-b063-0242ac11150c,RS Soluções Consultoria,-29.0,0.0,-29.0,29.0
844b1122-dd35-45a8-9185-302f37075560,Lady Driver,0.0,2.0,-2.0,2.0
d82b7985-e4f6-4637-a39c-88c28b645b1c,"ZoomRx, Inc",0.0,1.0,-1.0,1.0
50e6c127-6dd3-4dcf-b5a1-a4bd12072636,Relias Learning,-8.0,0.0,-8.0,8.0
0e5c0288-46bf-4d04-a5a0-c5c93fcf622e,Blackbelt Commerce,-1.0,0.0,-1.0,1.0
d690201e-eee2-485c-8701-839675217120,Pop Atelier 2,4.0,6.0,-2.0,2.0
5e8656d9-6c1e-4baf-bb8f-50b37150c332,4Finance,-6.0,0.0,-6.0,6.0
21c5f3e0-e25e-0134-a1b2-0242ac112c07,Viking Strategic,-1.0,0.0,-1.0,1.0
6d8ae1b0-76c0-0136-999d-0242ac115705,石坚,1.0,9.0,-8.0,8.0
de6f873c-ddac-45fa-8ae5-d2f431bcdb96,Bocali SpA,0.0,1.0,-1.0,1.0
1838ccf0-719a-0136-5c4e-0242ac116709,Fix My Finances ltd,0.0,1.0,-1.0,1.0
1becdf06-f345-4046-ad82-d14432818007,"StreamCut Media, LLC",0.0,1.0,-1.0,1.0
d493e8f6-5c32-4ad0-b62f-16c2881c6cb1,AtScale,3.0,4.0,-1.0,1.0
581cab40-8d1b-0136-2485-0242ac114a0f,Vik Chile,0.0,4.0,-4.0,4.0
be16c7d0-8f76-0136-4859-0242ac11210a,Manuel Ponce,4.0,8.0,-4.0,4.0
0d4358ab-c4d4-4d47-9ea3-4b0f1f220734,Stutch,1.0,0.0,1.0,1.0
0e7f7b6e-432e-4c66-b4f3-4ce1dbd0b5c7,Quarter Spot,2.0,4.0,-2.0,2.0
7347b7e7-e19d-43f2-a90e-ae5c60eef72d,,1.0,0.0,1.0,1.0
2b48f145-54cd-4184-8b06-51fbbedb14cb,,1.0,0.0,1.0,1.0
125b1b80-a5ca-0135-0976-0242ac111510,Asiance Japan KK,-2.0,0.0,-2.0,2.0
c05741f0-7ecb-0136-f00a-0242ac112c0e,"HC Technologies UK, LLP",8.0,10.0,-2.0,2.0
4eca37d0-36a6-0136-7f26-0242ac112c08,MovMaker,0.0,1.0,-1.0,1.0
bac59150-51e2-0134-ecb1-5aaa695a2062,Overhaul Group,6.0,0.0,6.0,6.0
7f0201a6-1adc-4efe-95a4-f789418ba876,,15.0,0.0,15.0,15.0
64514b20-72af-0136-0204-0242ac111c10,페달링주식회사,1.0,6.0,-5.0,5.0
66966686-674b-4dac-8394-10ed0280c14b,Alejandra Arizmendi,-4.0,0.0,-4.0,4.0
a8726150-1c58-0135-54a0-0242ac113a11,Adunique GmbH,-4.0,0.0,-4.0,4.0
213b1370-60f5-0136-e760-0242ac114a0f,Powmob,0.0,1.0,-1.0,1.0
c50f9f40-e482-0135-c25b-0242ac11150e,北京一知胜物文化创意有限公司,-2.0,0.0,-2.0,2.0
64c87790-ea79-0135-1099-0242ac115108,Gemcorp,-8.0,0.0,-8.0,8.0
0e29ca4a-ff15-4c03-8ba0-82ebfcb32885,Evercore,1.0,0.0,1.0,1.0
405c4490-71ff-0136-1833-0242ac111507,Data People Australia Pty Ltd,1.0,2.0,-1.0,1.0
058a6820-88ba-0134-e335-46598810131e,Russian America Inc.,4.0,2.0,2.0,2.0
8c6b3160-c403-0135-5e33-0242ac116708,"Constance Therapeutics, Rise Science Labs",-1.0,0.0,-1.0,1.0
128f3760-87ae-0136-92bd-0242ac11720c,Abbinante,1.0,5.0,-4.0,4.0
54a48f4d-da10-45dc-bc0c-e53ab2984d5c,Merchant McIntyre and Associates,0.0,4.0,-4.0,4.0
beab70e5-50fa-4a62-94d9-854574499167,SINGULARCK,0.0,2.0,-2.0,2.0
7884cb68-a824-48b4-8361-80c142f143c7,Hornblower Cruises,1.0,3.0,-2.0,2.0
25f8e4b0-50fc-0134-9da7-3eebea4e46bb,Agronomic Technology Corp,3.0,0.0,3.0,3.0
f8448300-6a86-0136-7365-0242ac11210d,北京氧星科技发展有限公司,1.0,4.0,-3.0,3.0
721eedb5-1aea-4705-bb12-4701092be9c1,First Access,-1.0,0.0,-1.0,1.0
c6bbfc60-d46a-0135-3297-0242ac11670d,Rogers Law,-1.0,0.0,-1.0,1.0
8406ed3e-c74d-4b18-bd8f-f17c427e04f3,Grupo Consultor de Seguros,0.0,3.0,-3.0,3.0
09b01b50-9005-0135-95f4-0242ac115105,VIVO Agency,4.0,15.0,-11.0,11.0
6ca54fd0-c934-0134-6266-0242ac112c09,Pizzarotti-Inc. 45 Broad,0.0,8.0,-8.0,8.0
881477b0-3cba-0134-adac-62afb4234fc9,Adobe,-3.0,0.0,-3.0,3.0
ef99c5c0-1190-0135-18b6-0242ac11350b,The Novogratz,4.0,8.0,-4.0,4.0
422973a1-ec86-4378-8477-d7608e05d1c5,플라이버스필름,2.0,0.0,2.0,2.0
6c16b0f0-70b6-0136-58c8-0242ac116709,,1.0,0.0,1.0,1.0
a60fed70-cb26-0134-bf9f-0242ac11350d,TRACE International,-1.0,0.0,-1.0,1.0
7ceae7ea-65fb-4f84-a5b5-0f46515d27dd,C-Fam,0.0,1.0,-1.0,1.0
34cf6778-ef92-47f2-8c55-7b00dd257d04,Fresh Tech IT,-1.0,0.0,-1.0,1.0
63d76dbb-0044-40be-ad5e-01cfe9741a38,HR Sepro SA de CV,0.0,30.0,-30.0,30.0
9841bdf1-70d5-4050-b089-eee3d28fdae3,Marketing on Wheels,2.0,8.0,-6.0,6.0
f69a843b-5c38-4bbe-81fb-666f2ca1d5d4,StackArmor,-1.0,0.0,-1.0,1.0
0ed4c287-10d8-482e-a724-dd62c10f3e98,Inboxlab,4.0,8.0,-4.0,4.0
5d377fc2-26e6-4452-8f3f-4cb7dcccd70d,MGA Abogados S.C,5.0,14.0,-9.0,9.0
2e49a085-a082-4955-9f73-1bbe52a3d1ad,UBEES,0.0,3.0,-3.0,3.0
bb52d027-8138-41d3-85ed-e108cb771752,Kare Knowledgeware Ltd.,3.0,1.0,2.0,2.0
01e0bfc8-b5b6-4627-87e5-03ee42658d69,sky.one solutions,3.0,1.0,2.0,2.0
83acbd80-3e67-0135-eddf-0242ac11260c,RevTwo,0.0,1.0,-1.0,1.0
35455974-e8bd-4684-9110-e0cb5164eb2b,Cloud Walk Meios de Pagamentos e Servicos Ltda,29.0,19.0,10.0,10.0
5be60cec-c5e6-485e-9b3f-a3ca29ca734e,Monde Social,0.0,2.0,-2.0,2.0
7afba620-c39f-0134-32e2-0242ac11350b,Hornet Networks Inc.,-17.0,0.0,-17.0,17.0
25a18180-4893-0135-abac-0242ac11260e,One World Identity,-2.0,0.0,-2.0,2.0
d1125fd5-fbc7-4d56-9e7b-620c28ee4066,INGRICOM,1.0,2.0,-1.0,1.0
b9365a00-8be1-0135-a516-0242ac112c0a,GP Strategies,0.0,2.0,-2.0,2.0
fbfd1c0c-77f5-47bf-b6a1-0c68c74cf715,Experis,0.0,2.0,-2.0,2.0
cb8d756f-bf25-42b1-be71-f72ce417d208,Sweet Brands LLC,-1.0,0.0,-1.0,1.0
306b44e7-0043-4705-9869-870c3644f122,Center for Sustainable Energy,0.0,6.0,-6.0,6.0
7bb4afd0-d848-0133-9085-4a378b3e6a4d,"Jet RVSM Services, LLC",3.0,0.0,3.0,3.0
55ddaeb0-c589-0134-e3d8-0242ac112c07,Cuenca Blanco,7.0,2.0,5.0,5.0
70a24890-4c9f-0136-da99-0242ac112106,Youth Business International,0.0,2.0,-2.0,2.0
0e7d6a90-8208-0136-641a-0242ac114a0f,Donato Hernandez,1.0,3.0,-2.0,2.0
3fc60e60-80d6-0136-abd0-0242ac11720f,Bishop Collins,0.0,4.0,-4.0,4.0
8bb340f0-c9af-0134-51b5-0242ac11350a,Hinode,-7.0,0.0,-7.0,7.0
44edceff-bdbf-47d7-b704-6ae00fd1fc2f,Andrew Fox,0.0,1.0,-1.0,1.0
dc98d900-77ea-0136-ea06-0242ac116708,Elle,0.0,1.0,-1.0,1.0
b95d1090-618a-0134-0255-7e5e4c716fc0,Coalition for Inclusive Capital,0.0,5.0,-5.0,5.0
ddb0b320-e768-0135-c636-0242ac11150e,Securitize,0.0,3.0,-3.0,3.0
12ebe1f0-9d5c-0135-f1f5-0242ac112c0e,Volley Partners,0.0,16.0,-16.0,16.0
47b0f940-a088-4908-bf4a-a90429541965,Sentryone,0.0,13.0,-13.0,13.0
31343731-3337-4333-8434-333236363134,Parable Science dba Paradata.io,0.0,2.0,-2.0,2.0
c4931172-7942-4004-bbee-a50bfad82f7b,AccelerAsia,0.0,1.0,-1.0,1.0
87088d0f-5f2a-462f-bf54-9b58408c638f,Echo Technology Solutions,0.0,1.0,-1.0,1.0
d57a5170-bdb1-0135-9a00-0242ac115606,Arrais,0.0,3.0,-3.0,3.0
9ec15980-52b9-0135-6f9f-0242ac115b12,Nitidbit,0.0,2.0,-2.0,2.0
082cdf00-6d4b-0136-0e0e-0242ac111507,上海呼尚网络科技有限公司,0.0,14.0,-14.0,14.0
227696cc-a554-4f13-801d-b6f93f7e1d11,Center for Humane Technology,0.0,3.0,-3.0,3.0
7bf45267-eca8-411b-a57d-825ee6c06aa8,Burford Capital,0.0,1.0,-1.0,1.0
23e86f52-2f36-4d76-b8bd-1cfdb720aedc,Flokk,0.0,2.0,-2.0,2.0
29002db0-890d-0134-fef8-369d43901625,Door,0.0,3.0,-3.0,3.0
868abe10-1c29-0133-b347-1256fa38024d,chris@frvr.com,0.0,6.0,-6.0,6.0
ca76fed0-4647-0135-4d8e-0242ac11130b,Stryber GmbH,0.0,2.0,-2.0,2.0
f4232bd0-d7ee-4089-81ed-d1f5827974c3,Ghost Note,0.0,3.0,-3.0,3.0
2724f400-3262-0135-1296-0242ac113d0c,Another Company,0.0,1.0,-1.0,1.0
45f4223d-5740-4ddb-ac96-f456f8b9e1ee,ANet (Achievement Network),0.0,2.0,-2.0,2.0
de678cb6-278e-40cb-89c6-f2cb86e18ffd,Rare,0.0,15.0,-15.0,15.0
bc000f20-c41b-0134-305e-0242ac113509,FIN Concierge,0.0,9.0,-9.0,9.0
8796aab4-7b16-4425-8354-3466b7bffaed,Guarumo,0.0,1.0,-1.0,1.0
c0ab6530-5d24-0136-a281-0242ac111c0c,Puma Energy,0.0,10.0,-10.0,10.0
ef4caf10-c4d9-0132-6945-7a8b13213921,Cloudinary,0.0,5.0,-5.0,5.0
a1e4c1d0-6599-0135-d3b5-0242ac112c08,Chart Swap,0.0,1.0,-1.0,1.0
d72dd550-88b8-0136-0ca8-0242ac111c0f,谢宾,0.0,11.0,-11.0,11.0
d08d0faf-3a0a-4c76-93fa-6620cde54116,Catalant Technologies,0.0,2.0,-2.0,2.0
115da1f3-ccb4-46c6-a617-58d36f8cb820,Bhering Cabral Advogados Associados,0.0,3.0,-3.0,3.0
a1e9f230-81b6-0136-6c9b-0242ac117209,深圳优服睿客投资发展有限公司,0.0,1.0,-1.0,1.0
ecad5f00-6bab-0136-48cf-0242ac112c0d,杭州大于七网络科技有限公司,0.0,8.0,-8.0,8.0
bdc43e70-e281-0135-a308-0242ac116708,SHERIDAN,0.0,2.0,-2.0,2.0
673cc618-7307-4001-8365-434506af67d7,InCloud LA,0.0,3.0,-3.0,3.0
efec2833-58e7-4518-bf01-65357716b20a,刘亚锋,0.0,1.0,-1.0,1.0
bead1130-a166-0135-e45f-0242ac115106,Quantexa,0.0,4.0,-4.0,4.0
cbe6be1b-ea74-44d0-9372-c5f5e5d1b82e,"Marli Williams, LLC",0.0,1.0,-1.0,1.0
f6a9bd80-8900-0136-94d1-0242ac11720c,张秋芳,0.0,1.0,-1.0,1.0
f765a0c3-4522-454a-83a4-641f449f2cd8,The Players' Tribune,0.0,4.0,-4.0,4.0
8101b4bd-434f-4032-a23c-94e07d989586,Transform Credit,0.0,1.0,-1.0,1.0
0804832a-c6cb-4198-9551-67e495e507d6,Reverse Media Group Ltd,0.0,1.0,-1.0,1.0
a1e79d67-22e4-4634-86de-30fb5e8fe607,Sandra Davis LLC/ Donorly,0.0,4.0,-4.0,4.0
5d871fe4-39bb-47c2-a027-773296954986,Center for Talent Innovation,0.0,31.0,-31.0,31.0
02749827-b088-438d-81de-cefccd836716,Scott Collections Limited,0.0,7.0,-7.0,7.0
2d03de20-7ece-0136-8213-0242ac112112,嘉兴大浦装饰工程有限公司,0.0,1.0,-1.0,1.0
5372c4b0-f5f1-0134-d2ea-0242ac113508,STAFFED INC,0.0,1.0,-1.0,1.0
df73dacd-13cb-406c-b490-3c6bd9f77b85,Pilot Growth Equity,0.0,1.0,-1.0,1.0
71e8a5a0-75ab-0135-6527-0242ac112c0e,上海鼎睦医药科技有限公司,0.0,7.0,-7.0,7.0
ca102340-6fb2-0135-575e-0242ac112c0e,Devbridge UK Ltd,0.0,4.0,-4.0,4.0
72b0e4ed-c71b-4627-af5f-f7508dfdc1d5,SundaysNYC,0.0,5.0,-5.0,5.0
541b2c18-56cd-48d9-ae4b-1d16361d1dd8,GLMX,0.0,4.0,-4.0,4.0
a487d7ca-5cca-4336-ba15-4c67e45021f1,Inversiones y Capacitaciones Héctor Láscar EIRL,0.0,3.0,-3.0,3.0
467ff2d0-5566-0134-da44-6a4ad59a6d71,H3,0.0,1.0,-1.0,1.0
2fe4695a-443c-4857-8cbf-2b6688a695f1,Chancen-Vielfalt-SLBC GmbH,0.0,2.0,-2.0,2.0
638a3ef4-1ecc-40e6-8316-c408ee77d322,620 Ocean Dr LLC,0.0,4.0,-4.0,4.0
cb9c8fb0-2815-0135-d996-0242ac115b0f,Instarem,0.0,1.0,-1.0,1.0
20435635-5c88-44d0-b11e-b305f07847af,True Summit Investments,0.0,1.0,-1.0,1.0
45733b84-6b47-4d3b-b0e4-e84dc947187f,QuironPrevencion Mexico,0.0,7.0,-7.0,7.0
d1e37703-38cf-4cad-ae7c-410cdf68307b,Agencia Bookers,0.0,7.0,-7.0,7.0
daee6af1-8fc8-491b-820b-63026b3654f7,"POWER Engineers Canada, Inc.",0.0,2.0,-2.0,2.0
38f37680-4236-0135-a474-0242ac115b0e,Butler/Till,0.0,2.0,-2.0,2.0
d1779000-25a6-0136-6659-0242ac116705,Q18 Capital,0.0,5.0,-5.0,5.0
61c62db0-8713-0136-fc59-0242ac115706,北京国尊今典文化有限公司,0.0,3.0,-3.0,3.0
d1ce1d21-51c8-4981-97b1-a8dbc018fd1d,Mediastream SPA,0.0,1.0,-1.0,1.0
6134067f-b026-4e10-b08f-6314695702ed,LoopUp Australia Pty Ltd,0.0,1.0,-1.0,1.0
aecffd26-53c0-42ed-bc5c-a8cc0894ed01,FF AND E Company Limited,0.0,2.0,-2.0,2.0
0ff0be70-49ce-0136-ce33-0242ac112106,체인웨이브(주),0.0,2.0,-2.0,2.0
eec79316-0b6d-48be-8b10-be83813ff0f0,"Activate Marketing Services, LLC",0.0,2.0,-2.0,2.0
382c32b1-c644-4177-abec-ff486fc3d64e,"Waylink, Inc",0.0,2.0,-2.0,2.0
3a2c51e8-ab3b-4f54-be13-4ed2028344df,H&L Partners,0.0,2.0,-2.0,2.0
d6b8d666-28dd-4d5a-8fa3-22022a0bde50,Vanessa Ferrari Advocacia Empresarial,0.0,1.0,-1.0,1.0
4de4522b-05af-4063-948c-6ab0e183c4e9,Dinterweb,0.0,1.0,-1.0,1.0
5c12fede-693f-4fcf-9e35-cc348f0206a7,BDG of Massachusetts,0.0,1.0,-1.0,1.0
507fa28d-40c7-479c-973b-50218509838c,Figure Technologies,0.0,2.0,-2.0,2.0
5a4351c5-94e7-4b30-8497-c9967ab11b33,Semetrical,0.0,2.0,-2.0,2.0
ac6b9e20-2c03-0136-bb0e-0242ac111511,上海沃兰德群企业管理咨询有限公司,0.0,4.0,-4.0,4.0
9ce83dd7-9c86-4007-a5d3-0a8c48c5f5c4,WT Partnership,0.0,2.0,-2.0,2.0
d5838cc0-c33f-0135-6829-0242ac111c08,"Achieve, Inc.",0.0,17.0,-17.0,17.0
cf28ecb0-87c9-0136-1caf-0242ac114a0f,JOANY Inc.,0.0,43.0,-43.0,43.0
6c0cd2a4-56f0-410f-878e-290a8a571b6b,Graff Search,0.0,2.0,-2.0,2.0
d4f8c4f0-1d74-0135-dd57-0242ac113d0d,"North By Northwest Capital, Inc",0.0,2.0,-2.0,2.0
74e6c648-a8a6-4480-a6fa-0d32d4de2244,Movidea,0.0,1.0,-1.0,1.0
c5c5e870-b134-46fc-a4dd-5af626168f4d,Serial Box,0.0,2.0,-2.0,2.0
7ad6f1a0-0260-0136-cfcf-0242ac115607,Yieldbroker,0.0,5.0,-5.0,5.0
a86c80f0-37ba-0136-3c53-0242ac11560d,QiO Technologies,0.0,1.0,-1.0,1.0
4cba4c6f-2002-4065-862e-06eff7e51254,Asia Wealth Platform Pte Ltd,0.0,3.0,-3.0,3.0
bf99ddc0-3992-0135-249b-0242ac112611,LEWIS,0.0,2.0,-2.0,2.0
e8497490-ef1b-0135-adae-0242ac111c07,Balto Therapeutics,0.0,1.0,-1.0,1.0
70cd0ca2-3590-4114-8ef7-2c1166b05122,Computer Science Teachers Association,0.0,5.0,-5.0,5.0
f4f23833-cdd5-485f-93ec-7fb984256bbb,"CounterPoint Capital Partners, LLC I United Coast Seafoods",0.0,1.0,-1.0,1.0
184a4290-7bcc-0136-7d0c-0242ac116708,Royal Bank of Canada,0.0,10.0,-10.0,10.0
0c424e1e-cd22-4300-b088-6832d3e861ed,EMI,0.0,2.0,-2.0,2.0
30b9bb70-4974-0136-cd9e-0242ac112106,Tanpan＆Co.,0.0,1.0,-1.0,1.0
713f5430-f7db-0135-59f4-0242ac112c10,REPLI,0.0,3.0,-3.0,3.0
884e01b0-50d6-0136-34b8-0242ac11560d,GIRLSDAILY Korea Co. Ltd,0.0,3.0,-3.0,3.0
85a78248-7b6e-4ed5-bd10-441bc5e021b0,"Technology Support Services Argentina, S.A.",0.0,13.0,-13.0,13.0
35bd0265-60c1-4eed-9d89-e1ec4643423b,Global Campaign for Mental Health,0.0,2.0,-2.0,2.0
f2e2ea4a-eed7-4018-9308-db4bf0f7c146,Liquid New Media Limited,0.0,2.0,-2.0,2.0
8a0f7d00-56e5-0136-1fd6-0242ac114a0f,Brightside,0.0,2.0,-2.0,2.0
9f885a5f-0505-4821-907c-bf67e771763b,Facebook UK Ltd.,0.0,3286.0,-3286.0,3286.0
3f52d75e-0e91-40c0-b2e7-d67bc564ff8d,DomusVita gGmbH,0.0,1.0,-1.0,1.0
b8541440-a6ab-0133-58e7-1a2f9a12ab66,Crowdpac,0.0,2.0,-2.0,2.0
bd28124b-7be4-4b85-b2e5-c54ec1a699b9,Harper+Scott,0.0,1.0,-1.0,1.0
d4003248-b9c1-40c1-ade3-66414f1f03a8,Jewish Democratic Council of America,0.0,2.0,-2.0,2.0
ecfd7d2d-73d4-4433-b0b6-83ec48ffc20e,Mc Sherry Brown,0.0,1.0,-1.0,1.0
36db9470-8ccd-0136-05a6-0242ac115706,深圳市景秀网络科技有限公司,0.0,5.0,-5.0,5.0
14c7104d-63e0-4c53-a908-f8f7b0bbbfd0,Bianca in Queens,0.0,3.0,-3.0,3.0
1bf67490-797c-0134-c349-6af1cf9080b4,Nicholas Sanderson,0.0,1.0,-1.0,1.0
b1a9d050-899c-0136-0e35-0242ac111c0f,Eyeo,0.0,1.0,-1.0,1.0
475c3f01-5cd4-4237-bdad-c36fb8d54515,HiLo Maritime Risk Management,0.0,1.0,-1.0,1.0
59381381-a635-4b8a-8ef3-25842191dc45,Scholten Legal,0.0,1.0,-1.0,1.0
2b3a75d3-086a-440c-8e6a-27b0182ed647,Klook,0.0,3.0,-3.0,3.0
5db33d40-7861-0136-ca69-0242ac11150c,Agencja Reklamowa Jutro Sp z o.o.,0.0,1.0,-1.0,1.0
734897e6-3089-4db3-b47e-b002d088f62d,Predata,0.0,1.0,-1.0,1.0
3a56bfa2-f159-4c62-922b-76b2324cb285,CensoBio,0.0,1.0,-1.0,1.0
4baafcd0-3a7c-0136-d7ae-0242ac115108,Super Sue Inc.,0.0,1.0,-1.0,1.0
06a6cc7b-97f8-4d25-b151-f9e77bd39876,Megaphone Strategies,0.0,4.0,-4.0,4.0
c2f626d5-4bb3-4e24-b80f-0b16491c1d57,Deposit Solutions,0.0,2.0,-2.0,2.0
d7405604-fec3-4628-902d-b77d1fff0165,Singular,0.0,3.0,-3.0,3.0
bd146472-e060-4b29-be46-b5c6401c3363,Ogury,0.0,6.0,-6.0,6.0
f475cb30-f558-0135-272b-0242ac116708,jedha,0.0,1.0,-1.0,1.0
7a1b16d0-c044-0135-a984-0242ac11150b,QPX,0.0,4.0,-4.0,4.0
e343a960-140b-0131-9dca-6eea92ae9908,Curious Kiwi Co.,0.0,1.0,-1.0,1.0
74a83400-a789-0135-8daf-0242ac115107,EasyRent Corporation,0.0,4.0,-4.0,4.0
87ef6ee6-23c2-4bb5-b3c8-01fbf756e2a2,Bitscapes Limited,0.0,4.0,-4.0,4.0
f6854fd0-c747-0135-6f1a-0242ac111c08,Hawkins Mikita,0.0,2.0,-2.0,2.0
1c5e96a0-823b-0136-e927-0242ac115706,Foster Stone,0.0,6.0,-6.0,6.0
6a4246c8-fe07-4ea0-8bd1-5a475ef48b7d,Simmons & Simmons,0.0,12.0,-12.0,12.0
639bc26e-f672-4b1f-a092-c4b3f1521cb3,CESAR,0.0,2.0,-2.0,2.0
c25c7493-1f03-46d5-920c-d56a030639c1,Relish Food Project,0.0,4.0,-4.0,4.0
c4b649b0-65c9-0136-212f-0242ac11670f,acerwork,0.0,1.0,-1.0,1.0
85741dfb-1060-4e04-b0b8-480c5fb2afcc,AutoRemind,0.0,10.0,-10.0,10.0
5726fdc0-f5e4-4632-a4ae-5b7788e0aba1,Global Shares,0.0,6.0,-6.0,6.0
8e3b5184-2ed9-4200-add0-c8b58be0213a,Madison Logic Inc,0.0,7.0,-7.0,7.0
79702310-0b7c-0135-ed95-0242ac110909,Marga Inc.,0.0,1.0,-1.0,1.0
8f18bd87-3025-476d-8b90-2e16c9c0cc7f,Threadmark LP,0.0,2.0,-2.0,2.0
680b4aec-7627-45bf-9b1d-c8e6b29609c2,Hip,0.0,2.0,-2.0,2.0
8c81e650-ffc8-0135-be2d-0242ac116709,Koalanauts,0.0,2.0,-2.0,2.0
50c33210-7abd-0136-7a55-0242ac112112,许蓉,0.0,3.0,-3.0,3.0
1e153fd1-4e36-40b6-be91-cb4cd487fc6c,Publitek,0.0,10.0,-10.0,10.0
d8a7cfbf-22c6-47ca-b346-0b7c5e817c0f,Future-Fit Foundation,0.0,2.0,-2.0,2.0
647268c0-79fd-4bc7-9447-0b1fe2d10f95,Travtus,0.0,2.0,-2.0,2.0
dd2f1ec0-0c0a-0135-70ca-0242ac110907,Doppler Email Marketing,0.0,4.0,-4.0,4.0
5d9b9840-384a-0133-f744-3e16454f4b01,Cohan Law PLLC and Cityside Properties LLC,0.0,4.0,-4.0,4.0
6251732e-0e07-4842-8ca7-71772497e797,Fig,0.0,1.0,-1.0,1.0
ea3502d0-f226-0134-1008-0242ac113507,AdTheorent Detroit,0.0,5.0,-5.0,5.0
451a2e23-0816-44a0-a854-7dd0cb305a87,DNA Labs,0.0,2.0,-2.0,2.0
505e397a-c656-4341-938f-5884d9e200bb,GI Supply,0.0,6.0,-6.0,6.0
e47b0b6d-13fc-49a8-9f14-7f5425b6d658,Benenson Strategy Group,0.0,2.0,-2.0,2.0
fa5007d0-7c4b-0136-ead4-0242ac112c0e,"IBM Japan, Ltd.",0.0,18.0,-18.0,18.0
15b42303-e52b-45c8-8def-c40f8c76c37f,Wantedly Singapore,0.0,15.0,-15.0,15.0
2dfe36f0-3af8-0133-1dda-6aa4a0efb94a,Clascraft,0.0,2.0,-2.0,2.0
2fc6bebc-b5d1-4bc1-8ea0-b8865b6e0f87,Sarah Wong,0.0,1.0,-1.0,1.0
dcb75555-b5f3-4812-a609-fc3f85f09857,Digital Teammates SA,0.0,14.0,-14.0,14.0
5bf1d706-9abf-4c7f-95e7-d60bc1d416b5,Fpaperwork,0.0,1.0,-1.0,1.0
f1049770-8c19-0136-402d-0242ac11210a,成都摩奇创造信息技术有限公司,0.0,24.0,-24.0,24.0
5889a0b1-12fb-4b45-b953-2bd139b8dd6b,Buying Labs,0.0,8.0,-8.0,8.0
63f66c40-8c22-0136-215e-0242ac114a0f,杭州上下水处理设备有限公司,0.0,1.0,-1.0,1.0
970f14d2-e709-4669-83f5-b8821f1cc235,Go Mobile,0.0,1.0,-1.0,1.0
88bd22d8-2255-4884-8172-ea1f80010c97,"Return Path, Inc.",0.0,5.0,-5.0,5.0
8593dde0-b8af-0134-a09b-0242ac112c09,Mayahii S. de R. L. de C. V.,0.0,6.0,-6.0,6.0
c33ca3b0-d83d-0135-4bea-0242ac11560a,Park Avenue Recruitment,0.0,1.0,-1.0,1.0
0bee825e-07f5-41d5-a78c-d418b7607258,LUX Maison,0.0,2.0,-2.0,2.0
bdc87766-f865-4e68-8fda-c0e524bd5487,Travis Tucker,0.0,3.0,-3.0,3.0
008e1a64-3125-4bd0-a0db-d71324c4fb45,dZM Law,0.0,2.0,-2.0,2.0
9f1a15b0-1a61-0136-d656-0242ac112108,Platinum Parking,0.0,1.0,-1.0,1.0
cbefd254-c20d-461e-ad55-852b1ba1eb61,TechGC,0.0,2.0,-2.0,2.0
201f1720-8281-0136-6e77-0242ac117209,张家双,0.0,1.0,-1.0,1.0
73720105-4f08-4752-8df8-507a38f3f1b7,Bionap USA,0.0,1.0,-1.0,1.0
f08a5960-8428-0136-ebcd-0242ac115706,浙江彩捷科技有限公司,0.0,4.0,-4.0,4.0
6ff3867e-87d2-484b-91a6-0d2442058cf3,Ingenuity,0.0,3.0,-3.0,3.0
95744de0-8c8e-0136-2317-0242ac114a0f,郑宇平,0.0,2.0,-2.0,2.0
e54cc2f0-6b35-0136-e343-0242ac115605,Propel Pay,0.0,2.0,-2.0,2.0
6dac0ec0-e320-0135-4478-0242ac114a09,"Hydrafil, Inc",0.0,2.0,-2.0,2.0
075f22cc-7584-4a2c-b96e-c1083ec8545f,PT. Solidatama Sukses Solusindo,0.0,3.0,-3.0,3.0
efef779e-8648-4423-b6be-3ebcc9d35a3b,London Property Group,0.0,2.0,-2.0,2.0
a423b050-1d38-0135-cd28-0242ac113a0b,Myers holum,0.0,5.0,-5.0,5.0
84bcd6b0-a592-0135-da79-0242ac11560a,untapt,0.0,6.0,-6.0,6.0
6eb8d270-e3d5-0133-1f35-364ac03d5fcc,Republic,0.0,7.0,-7.0,7.0
bc24ca66-c2b0-4646-a13f-13619c5c0465,Twenty First Century Brand,0.0,21.0,-21.0,21.0
4019dd0b-97c6-4fe2-a63f-c1f80b2eee3b,"Siepe, LLC",0.0,2.0,-2.0,2.0
f869e139-04a5-40d3-b0fe-06d795954041,west elm,0.0,1.0,-1.0,1.0
31ad7ad0-f975-0135-28af-0242ac112c0c,WeWork Peru S.R.L,0.0,4.0,-4.0,4.0
