Account UUID,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference,contract_event_type,step_found,membership_agreement_uuid
c71f2348-7e43-4d8b-8282-b93e41afaf57,0.0,14.0,-14.0,14.0,Contract Discarded,OpportunityFoundById,55d73a56-ebc8-4c99-8c5e-62046bbed048
c71f2348-7e43-4d8b-8282-b93e41afaf57,0.0,14.0,-14.0,14.0,Contract Sent,NoReusableOpportunityFound,63da28f8-b38d-43bd-b692-1e2baca1c8bb
c71f2348-7e43-4d8b-8282-b93e41afaf57,0.0,14.0,-14.0,14.0,Contract Signed,OpportunityFoundById,63da28f8-b38d-43bd-b692-1e2baca1c8bb
c71f2348-7e43-4d8b-8282-b93e41afaf57,0.0,14.0,-14.0,14.0,Contract Canceled,OpportunityFoundById,c7132c8c-9350-4f75-b6f5-529ffb0c8441
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Voided,OpportunityFoundById,647131c0-f9fc-4ae7-89ce-9b0c0d36298c
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Discarded,OpportunityFoundById,4da6858b-b883-4946-97c5-cf8520cfb064
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Signed,OpportunityFoundById,647131c0-f9fc-4ae7-89ce-9b0c0d36298c
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Sent,OpportunityFoundById,647131c0-f9fc-4ae7-89ce-9b0c0d36298c
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Sent,OpportunityFoundById,647131c0-f9fc-4ae7-89ce-9b0c0d36298c
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Signed,OpportunityFoundById,e0c2a493-31bc-4581-bd0c-d4aae42be68b
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Sent,MostRecentOpenOpportunity,1d891623-2ee9-4305-b981-df9db507549a
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Voided,OpportunityFoundById,4da6858b-b883-4946-97c5-cf8520cfb064
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Voided,OpportunityFoundById,55d73a56-ebc8-4c99-8c5e-62046bbed048
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Signed,OpportunityFoundById,1d891623-2ee9-4305-b981-df9db507549a
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Sent,MostRecentOpenOpportunity,e0c2a493-31bc-4581-bd0c-d4aae42be68b
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Discarded,OpportunityFoundById,55d73a56-ebc8-4c99-8c5e-62046bbed048
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Sent,NoReusableOpportunityFound,63da28f8-b38d-43bd-b692-1e2baca1c8bb
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Signed,OpportunityFoundById,63da28f8-b38d-43bd-b692-1e2baca1c8bb
c71f2348-7e43-4d8b-8282-b93e41afaf57,14.0,2.0,12.0,12.0,Contract Canceled,OpportunityFoundById,c7132c8c-9350-4f75-b6f5-529ffb0c8441
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Voided,OpportunityFoundById,dabbc094-8ba7-448c-a90e-b3039156806b
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,NoReusableOpportunityFound,dabbc094-8ba7-448c-a90e-b3039156806b
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,OpportunityFoundById,dabbc094-8ba7-448c-a90e-b3039156806b
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,OpportunityFoundById,dabbc094-8ba7-448c-a90e-b3039156806b
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Signed,OpportunityFoundById,dabbc094-8ba7-448c-a90e-b3039156806b
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,OpportunityFoundById,bd5d962d-c4ea-430d-ab25-4481cc1d4243
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Discarded,OpportunityFoundById,29da0381-b5c8-4d70-90fe-87a643ebde7d
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,OpportunityFoundById,bd5d962d-c4ea-430d-ab25-4481cc1d4243
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Voided,OpportunityFoundById,bd5d962d-c4ea-430d-ab25-4481cc1d4243
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,MostRecentOpenOpportunity,bd5d962d-c4ea-430d-ab25-4481cc1d4243
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Voided,OpportunityFoundById,bd5d962d-c4ea-430d-ab25-4481cc1d4243
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,NoReusableOpportunityFound,29da0381-b5c8-4d70-90fe-87a643ebde7d
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Sent,MostRecentOpenOpportunity,28e107bd-8202-42e6-b10d-4835a469c9c1
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Signed,OpportunityFoundById,28e107bd-8202-42e6-b10d-4835a469c9c1
e72925d0-f1c2-0134-31eb-0242ac112c08,0.0,21.0,-21.0,21.0,Contract Discarded,NoReusableOpportunityFound,bd5d962d-c4ea-430d-ab25-4481cc1d4243
ef9f3470-44ac-0135-b5b8-0242ac111311,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityFoundById,bb7db456-2bcf-498d-a154-e78845295f56
ef9f3470-44ac-0135-b5b8-0242ac111311,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,NoReusableOpportunityFound,56986ba6-212a-41ba-9ea4-a590b877b6fd
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,NoReusableOpportunityFound,56986ba6-212a-41ba-9ea4-a590b877b6fd
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,OpportunityFoundByMembershipAgreement,56986ba6-212a-41ba-9ea4-a590b877b6fd
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,NoReusableOpportunityFound,901d5550-8ce0-4dab-80ac-91d3d7467bc6
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,OpportunityFoundByMembershipAgreement,901d5550-8ce0-4dab-80ac-91d3d7467bc6
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,NoReusableOpportunityFound,901d5550-8ce0-4dab-80ac-91d3d7467bc6
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,EnterpriseOpportunityFound,8e3c75ac-f999-446d-aa5e-1182878cc67d
2f56c728-bfce-4902-87df-c3dfcb940d39,34.0,291.0,-257.0,257.0,Contract Signed,EnterpriseOpportunityFound,8e3c75ac-f999-446d-aa5e-1182878cc67d
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,NoReusableOpportunityFound,56986ba6-212a-41ba-9ea4-a590b877b6fd
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,NoReusableOpportunityFound,56986ba6-212a-41ba-9ea4-a590b877b6fd
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,OpportunityFoundByMembershipAgreement,56986ba6-212a-41ba-9ea4-a590b877b6fd
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,NoReusableOpportunityFound,901d5550-8ce0-4dab-80ac-91d3d7467bc6
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,OpportunityFoundByMembershipAgreement,901d5550-8ce0-4dab-80ac-91d3d7467bc6
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,NoReusableOpportunityFound,901d5550-8ce0-4dab-80ac-91d3d7467bc6
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,EnterpriseOpportunityFound,8e3c75ac-f999-446d-aa5e-1182878cc67d
2f56c728-bfce-4902-87df-c3dfcb940d39,291.0,34.0,257.0,257.0,Contract Signed,EnterpriseOpportunityFound,8e3c75ac-f999-446d-aa5e-1182878cc67d
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Voided,OpportunityFoundById,fbcc535e-7245-4e35-9b47-10b1fd576be1
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,82beb2c4-8dd3-45b0-9a65-439f6d3997ee
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,5a025d95-c360-45fc-9e43-42971c8237b8
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,48ae2376-46b8-4995-b8f0-06cb5399a582
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Signed,OpportunityFoundById,48ae2376-46b8-4995-b8f0-06cb5399a582
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Discarded,OpportunityFoundById,5a025d95-c360-45fc-9e43-42971c8237b8
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Discarded,OpportunityFoundById,fbcc535e-7245-4e35-9b47-10b1fd576be1
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Signed,OpportunityFoundById,82beb2c4-8dd3-45b0-9a65-439f6d3997ee
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,98d10cfa-ad3c-42e7-a40a-9c59ad2c567a
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,8f119c29-aedc-47e1-97cc-4c71bffca706
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Voided,OpportunityFoundById,8f119c29-aedc-47e1-97cc-4c71bffca706
0ab78040-e6ee-0134-0d86-0242ac11350c,3.0,2.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,02915d86-a502-4b4b-b392-0f011181438d
