Account UUID,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference,contract_event_type,step_found,membership_agreement_uuid
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
bd21c2af-5b78-470b-a903-c900ba4e028a,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
13d12f87-535a-4121-8734-436cabbe3fc0,0.0,3.0,-3.0,3.0,Contract Voided,OpportunityFoundById,ae6d4fae-27f5-41b2-b4a7-72c8add924dc
13d12f87-535a-4121-8734-436cabbe3fc0,0.0,3.0,-3.0,3.0,Contract Sent,NoReusableOpportunityFound,ae6d4fae-27f5-41b2-b4a7-72c8add924dc
13d12f87-535a-4121-8734-436cabbe3fc0,0.0,3.0,-3.0,3.0,Contract Sent,OpportunityFoundById,ae6d4fae-27f5-41b2-b4a7-72c8add924dc
13d12f87-535a-4121-8734-436cabbe3fc0,0.0,3.0,-3.0,3.0,Contract Sent,OpportunityFoundById,ae6d4fae-27f5-41b2-b4a7-72c8add924dc
13d12f87-535a-4121-8734-436cabbe3fc0,0.0,3.0,-3.0,3.0,Contract Signed,OpportunityFoundById,ae6d4fae-27f5-41b2-b4a7-72c8add924dc
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,f153fb11-e92e-44d3-bae3-5e4f00c005da
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,cfa337f4-596a-4a99-a87e-d543af893f5f
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Canceled,OpportunityFoundByMembershipAgreement,0e11744b-a191-4933-ad74-f6c736c543fc
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Discarded,OpportunityFoundById,cfa337f4-596a-4a99-a87e-d543af893f5f
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,0e11744b-a191-4933-ad74-f6c736c543fc
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Canceled,OpportunityFoundByMembershipAgreement,f153fb11-e92e-44d3-bae3-5e4f00c005da
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,b9b6c508-392d-4ac8-878c-23709b55f78a
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,b9b6c508-392d-4ac8-878c-23709b55f78a
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,f153fb11-e92e-44d3-bae3-5e4f00c005da
50bcad1b-d068-4982-86dd-6eb77172fd87,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,0e11744b-a191-4933-ad74-f6c736c543fc
a8cfe0b0-2025-0136-5cb9-0242ac115109,0.0,2.0,-2.0,2.0,Contract Sent,MostRecentOpenOpportunity,f961b2ec-49e0-4637-bcca-7593234e5ee8
a8cfe0b0-2025-0136-5cb9-0242ac115109,0.0,2.0,-2.0,2.0,Contract Discarded,OpportunityFoundById,41b4535f-6bd2-46e5-8cc2-44311e9138e4
a8cfe0b0-2025-0136-5cb9-0242ac115109,0.0,2.0,-2.0,2.0,Contract Sent,OpportunityFoundById,41b4535f-6bd2-46e5-8cc2-44311e9138e4
a8cfe0b0-2025-0136-5cb9-0242ac115109,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,8060aaed-a800-407e-8964-a8464debcf6f
a8cfe0b0-2025-0136-5cb9-0242ac115109,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,8060aaed-a800-407e-8964-a8464debcf6f
a8cfe0b0-2025-0136-5cb9-0242ac115109,0.0,2.0,-2.0,2.0,Contract Voided,OpportunityFoundById,f961b2ec-49e0-4637-bcca-7593234e5ee8
f766f249-7c41-42e5-b284-0656830c6539,0.0,3.0,-3.0,3.0,Contract Sent,NoReusableOpportunityFound,863f0eb4-f784-4c42-99bb-d6a089869480
f766f249-7c41-42e5-b284-0656830c6539,0.0,3.0,-3.0,3.0,Contract Signed,OpportunityFoundById,3981fcf6-6011-426d-aeb1-5d73e3bdc2e5
f766f249-7c41-42e5-b284-0656830c6539,0.0,3.0,-3.0,3.0,Contract Signed,OpportunityFoundById,863f0eb4-f784-4c42-99bb-d6a089869480
f766f249-7c41-42e5-b284-0656830c6539,0.0,3.0,-3.0,3.0,Contract Sent,NoReusableOpportunityFound,3981fcf6-6011-426d-aeb1-5d73e3bdc2e5
72c1ab0a-65e8-400f-b127-ef8d7bb812f6,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Sent,NoReusableOpportunityFound,506373eb-aa0c-48c9-8e0e-25d7fb3942d4
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Voided,OpportunityFoundById,506373eb-aa0c-48c9-8e0e-25d7fb3942d4
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Discarded,OpportunityFoundById,5642dfef-c492-4c43-8938-2879b8f2fbe7
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Signed,OpportunityFoundById,3121fe17-36f9-4ff4-81b8-3cd75cb957c3
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Discarded,OpportunityFoundById,506373eb-aa0c-48c9-8e0e-25d7fb3942d4
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Sent,NoReusableOpportunityFound,dc60456b-b47e-482a-8abc-8511a747be61
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Sent,NoReusableOpportunityFound,3121fe17-36f9-4ff4-81b8-3cd75cb957c3
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Signed,OpportunityFoundById,dc60456b-b47e-482a-8abc-8511a747be61
8785e1c0-18c1-0136-0e1d-0242ac115709,0.0,46.0,-46.0,46.0,Contract Sent,NoReusableOpportunityFound,5642dfef-c492-4c43-8938-2879b8f2fbe7
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Signed,OpportunityFoundById,469aabf8-9fe4-41fa-8149-132a0da0554d
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Sent,NoReusableOpportunityFound,469aabf8-9fe4-41fa-8149-132a0da0554d
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Sent,MostRecentOpenOpportunity,e22568c7-6cc9-4fa2-8f26-93a37816f320
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Signed,OpportunityFoundById,e22568c7-6cc9-4fa2-8f26-93a37816f320
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Signed,OpportunityFoundById,cc5e2d58-2f76-4a04-a533-439c99947225
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Voided,OpportunityFoundById,5e9dae34-c1fb-4bb4-8cd5-ac8259627bfd
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Sent,NoReusableOpportunityFound,586b1218-830f-412d-93e9-4383ccea821f
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Signed,OpportunityFoundById,586b1218-830f-412d-93e9-4383ccea821f
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Discarded,OpportunityFoundById,5e9dae34-c1fb-4bb4-8cd5-ac8259627bfd
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,32.0,-32.0,32.0,Contract Sent,OpportunityFoundById,cc5e2d58-2f76-4a04-a533-439c99947225
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,469aabf8-9fe4-41fa-8149-132a0da0554d
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,469aabf8-9fe4-41fa-8149-132a0da0554d
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Sent,MostRecentOpenOpportunity,e22568c7-6cc9-4fa2-8f26-93a37816f320
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,e22568c7-6cc9-4fa2-8f26-93a37816f320
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,cc5e2d58-2f76-4a04-a533-439c99947225
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Voided,OpportunityFoundById,5e9dae34-c1fb-4bb4-8cd5-ac8259627bfd
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,586b1218-830f-412d-93e9-4383ccea821f
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,586b1218-830f-412d-93e9-4383ccea821f
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Discarded,OpportunityFoundById,5e9dae34-c1fb-4bb4-8cd5-ac8259627bfd
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,4.0,-4.0,4.0,Contract Sent,OpportunityFoundById,cc5e2d58-2f76-4a04-a533-439c99947225
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,469aabf8-9fe4-41fa-8149-132a0da0554d
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,469aabf8-9fe4-41fa-8149-132a0da0554d
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Sent,MostRecentOpenOpportunity,e22568c7-6cc9-4fa2-8f26-93a37816f320
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,e22568c7-6cc9-4fa2-8f26-93a37816f320
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,cc5e2d58-2f76-4a04-a533-439c99947225
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Voided,OpportunityFoundById,5e9dae34-c1fb-4bb4-8cd5-ac8259627bfd
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,586b1218-830f-412d-93e9-4383ccea821f
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,586b1218-830f-412d-93e9-4383ccea821f
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Discarded,OpportunityFoundById,5e9dae34-c1fb-4bb4-8cd5-ac8259627bfd
c5ebce2f-0636-4018-8835-05c7f4e0f3b4,0.0,2.0,-2.0,2.0,Contract Sent,OpportunityFoundById,cc5e2d58-2f76-4a04-a533-439c99947225
7b3e35d8-5749-45a1-a194-5a2099399d48,0.0,4.0,-4.0,4.0,Contract Canceled,FoundByReservationIDInPast,
7b3e35d8-5749-45a1-a194-5a2099399d48,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,a6874f5b-c21a-4aef-b1b8-622098ba20fb
7b3e35d8-5749-45a1-a194-5a2099399d48,0.0,4.0,-4.0,4.0,Contract Voided,OpportunityFoundById,a6874f5b-c21a-4aef-b1b8-622098ba20fb
7b3e35d8-5749-45a1-a194-5a2099399d48,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,a6874f5b-c21a-4aef-b1b8-622098ba20fb
7b3e35d8-5749-45a1-a194-5a2099399d48,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,a6874f5b-c21a-4aef-b1b8-622098ba20fb
7b3e35d8-5749-45a1-a194-5a2099399d48,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,a6874f5b-c21a-4aef-b1b8-622098ba20fb
7b3e35d8-5749-45a1-a194-5a2099399d48,0.0,4.0,-4.0,4.0,Contract Canceled,OpportunityFoundByMembershipAgreement,a6874f5b-c21a-4aef-b1b8-622098ba20fb
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,e375131f-0587-4f43-997e-4e4c329f3e44
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,e375131f-0587-4f43-997e-4e4c329f3e44
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,a1cf3e34-cf3a-424a-8772-0d9b212ae9d8
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Voided,OpportunityFoundById,e375131f-0587-4f43-997e-4e4c329f3e44
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,85a5a8ac-a78e-470e-9d4d-6720bec34ee0
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,a1cf3e34-cf3a-424a-8772-0d9b212ae9d8
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,e375131f-0587-4f43-997e-4e4c329f3e44
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,85a5a8ac-a78e-470e-9d4d-6720bec34ee0
ef061c90-9bfc-0135-63da-0242ac115105,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,e375131f-0587-4f43-997e-4e4c329f3e44
e2b554e1-948b-4cb4-9c60-6790095e5217,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,5518c0fe-75f3-49ac-9409-d899f81b4cec
e2b554e1-948b-4cb4-9c60-6790095e5217,0.0,2.0,-2.0,2.0,Contract Discarded,OpportunityFoundById,39339713-2b1a-4863-876f-11b37e9c2929
e2b554e1-948b-4cb4-9c60-6790095e5217,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,5518c0fe-75f3-49ac-9409-d899f81b4cec
e2b554e1-948b-4cb4-9c60-6790095e5217,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,39339713-2b1a-4863-876f-11b37e9c2929
e2b554e1-948b-4cb4-9c60-6790095e5217,0.0,2.0,-2.0,2.0,Contract Canceled,OpportunityFoundByMembershipAgreement,f5edc400-68f0-4a82-bc02-3fd91ad184f4
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,17dfdca9-68fb-4701-ac48-a00fe1537450
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,17dfdca9-68fb-4701-ac48-a00fe1537450
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,74f80c14-5fdf-4a1e-87c1-710a1497e795
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,4d62740f-4afe-4c08-841c-87b3e5d9c65c
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,4d62740f-4afe-4c08-841c-87b3e5d9c65c
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Sent,MostRecentOpenOpportunity,74f80c14-5fdf-4a1e-87c1-710a1497e795
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Voided,OpportunityFoundById,17dfdca9-68fb-4701-ac48-a00fe1537450
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Discarded,OpportunityFoundById,17dfdca9-68fb-4701-ac48-a00fe1537450
6c91d389-41b9-4782-8166-2b9c51134195,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,17dfdca9-68fb-4701-ac48-a00fe1537450
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,db594488-b92d-4b83-9342-096353c69161
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,a58056e1-c953-46dc-99d3-7dd57cdcf423
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,db594488-b92d-4b83-9342-096353c69161
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,OpportunityFoundById,410df786-5db5-40bc-827e-4438d7957326
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,410df786-5db5-40bc-827e-4438d7957326
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Voided,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,a58056e1-c953-46dc-99d3-7dd57cdcf423
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Voided,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Voided,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,4.0,-4.0,4.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,db594488-b92d-4b83-9342-096353c69161
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,a58056e1-c953-46dc-99d3-7dd57cdcf423
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,db594488-b92d-4b83-9342-096353c69161
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,OpportunityFoundById,410df786-5db5-40bc-827e-4438d7957326
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,410df786-5db5-40bc-827e-4438d7957326
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Voided,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Signed,OpportunityFoundById,a58056e1-c953-46dc-99d3-7dd57cdcf423
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Voided,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Voided,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
b878cd80-89d8-0135-b448-0242ac115107,0.0,2.0,-2.0,2.0,Contract Sent,OpportunityFoundById,1d0919de-a875-4694-84a7-2b5858b8396c
